cuda
tensor(0.3301, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0094, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0017, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 183 ends after 69 steps.
tensor(0.2247, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5528, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3191, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0979, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0222, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0181, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0129, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0061, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 184 ends after 87 steps.
tensor(0.3417, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4114, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0763, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0017, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 185 ends after 118 steps.
tensor(0.5736, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4013, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1088, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0043, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 186 ends after 100 steps.
tensor(0.5012, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3562, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0968, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0393, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0198, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0167, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0112, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0016, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 187 ends after 65 steps.
tensor(0.1743, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2714, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0489, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0010, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 188 ends after 106 steps.
tensor(0.3011, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2094, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0270, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 189 ends after 137 steps.
tensor(0.1005, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0291, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0271, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0149, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0128, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0084, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0043, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 190 ends after 110 steps.
tensor(0.0685, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0285, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0070, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 191 ends after 116 steps.
tensor(0.2620, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2891, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0452, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0012, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 192 ends after 143 steps.
tensor(0.1798, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0491, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1262, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0341, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 193 ends after 105 steps.
tensor(0.3981, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3260, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0501, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0050, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 194 ends after 92 steps.
tensor(0.2725, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2313, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0328, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 195 ends after 115 steps.
tensor(0.0666, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1199, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0451, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0092, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 196 ends after 111 steps.
tensor(0.0733, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0439, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0137, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0023, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 197 ends after 108 steps.
tensor(0.4344, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2431, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0380, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0203, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0100, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 198 ends after 76 steps.
tensor(0.3296, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4035, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1443, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0313, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0173, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0077, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 199 ends after 91 steps.
tensor(0.1287, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0223, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0075, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 200 ends after 149 steps.
tensor(0.1498, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0127, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0013, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 201 ends after 105 steps.
tensor(0.0764, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0331, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0049, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 202 ends after 129 steps.
tensor(0.2794, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2216, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0452, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0110, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0015, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 203 ends after 103 steps.
tensor(0.2467, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1368, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0040, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 204 ends after 112 steps.
tensor(0.2034, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3587, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0795, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0122, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0050, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 205 ends after 88 steps.
tensor(0.3311, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4934, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1386, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0164, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0010, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 206 ends after 71 steps.
tensor(0.2283, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3944, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1819, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0173, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 207 ends after 62 steps.
tensor(0.5523, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3815, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1769, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0241, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0150, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0108, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0111, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0014, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 208 ends after 63 steps.
tensor(0.5978, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3566, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0584, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 209 ends after 108 steps.
tensor(0.5687, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3044, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0421, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0096, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0084, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0059, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 210 ends after 89 steps.
tensor(0.1509, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1517, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0319, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0109, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 211 ends after 86 steps.
tensor(0.2615, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2691, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0207, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0113, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0082, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0010, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 212 ends after 84 steps.
tensor(0.1456, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3200, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0694, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0167, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 213 ends after 111 steps.
tensor(0.0649, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1029, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0643, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0130, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 214 ends after 122 steps.
tensor(0.4597, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4017, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1309, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0206, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0025, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 215 ends after 83 steps.
tensor(0.1521, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2699, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0941, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0088, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 216 ends after 106 steps.
tensor(0.0955, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3551, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1143, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0134, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0021, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 217 ends after 108 steps.
tensor(0.0251, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1709, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0577, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0073, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 218 ends after 130 steps.
tensor(0.6032, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4386, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2130, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0469, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0062, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 219 ends after 93 steps.
tensor(0.2554, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3098, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0521, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0026, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 220 ends after 116 steps.
tensor(0.0289, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0128, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 221 ends after 110 steps.
tensor(0.7568, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5108, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2688, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0305, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 222 ends after 67 steps.
tensor(0.5242, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2808, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0341, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 223 ends after 115 steps.
tensor(0.0764, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2698, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0486, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0024, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 224 ends after 105 steps.
tensor(0.2444, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1926, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0280, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0077, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 225 ends after 106 steps.
tensor(0.0868, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0883, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0187, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0093, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0032, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 226 ends after 130 steps.
tensor(0.2177, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4669, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2130, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0300, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0161, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0049, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 227 ends after 88 steps.
tensor(0.5401, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2854, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0453, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0119, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0042, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 228 ends after 103 steps.
tensor(0.1113, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4622, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1756, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0276, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0019, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 229 ends after 73 steps.
tensor(0.2839, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2534, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0380, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0141, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0092, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0012, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 230 ends after 88 steps.
tensor(0.4871, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3552, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0763, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0278, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0130, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0051, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 231 ends after 85 steps.
tensor(0.1954, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2485, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0279, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0128, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0089, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0019, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 232 ends after 119 steps.
tensor(0.2133, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3488, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1009, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0013, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 233 ends after 68 steps.
tensor(0.0561, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1433, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1153, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0163, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0020, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 234 ends after 108 steps.
tensor(0.0379, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0828, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0188, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0147, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0134, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0032, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 235 ends after 87 steps.
tensor(0.3327, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2687, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0470, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0257, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0157, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0047, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 236 ends after 103 steps.
tensor(0.0976, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0563, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0110, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 237 ends after 118 steps.
tensor(0.4621, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5132, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1627, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0293, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0266, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0108, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0012, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 238 ends after 101 steps.
tensor(0.1326, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4172, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1394, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0058, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 239 ends after 111 steps.
tensor(0.0556, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4294, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1650, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0212, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0108, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0019, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 240 ends after 91 steps.
tensor(0.4072, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2633, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0310, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0107, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0056, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 241 ends after 85 steps.
tensor(0.2428, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1563, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1181, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0238, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 242 ends after 85 steps.
tensor(0.4004, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3632, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0649, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0260, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0145, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0030, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 243 ends after 82 steps.
tensor(0.6801, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4100, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1244, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0171, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0117, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0024, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 244 ends after 77 steps.
tensor(0.2983, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2242, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0260, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 245 ends after 117 steps.
tensor(0.1907, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0343, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0204, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0410, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0270, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0079, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 246 ends after 86 steps.
tensor(0.1760, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1935, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0209, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0068, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 247 ends after 151 steps.
tensor(0.5709, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5357, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1607, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0189, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0633, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0051, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 248 ends after 78 steps.
tensor(0.4228, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3161, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0495, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0215, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0168, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0113, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0068, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 249 ends after 118 steps.
tensor(0.1607, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3993, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1864, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0222, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0137, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0083, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0015, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 250 ends after 83 steps.
tensor(0.6512, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3995, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1770, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0248, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0141, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0066, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 251 ends after 94 steps.
tensor(0.1477, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3673, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0912, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0143, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0020, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 252 ends after 99 steps.
tensor(0.2406, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2874, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1804, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0279, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0059, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 253 ends after 76 steps.
tensor(0.2125, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4025, device='cuda:0', grad_fn=<HuberLossBackward0>)
